Locations correspond to U00096.2 reference genome,,,,,,,,,,,,,,
NUM,Operon,Promoters,Terminators,TU count,TU,STRAND,GENE CNT,RegulonDB operon,Operon mismatches,GENES,WT_LOG,WT_STAT,WT_LOG,WT_STAT
1508,P-2683820:T-2685059,1,1,1,P-2683820:T-2685059,+,1,hmp,0,hmp,6.7,5.6,100,93.8
1509,T-2684885:P-2689144,1,1,1,T-2684885:P-2689144,-,4,glrK:glrR-glnB:yfhG,2,glrK-yfhG-glrR-glnB,5,3,95.6,45.6
1510,T-2689198:P-2689362,1,1,1,T-2689198:P-2689362,-,1,glmY,0,glmY,11.4,14,100,98.2
1511,T-2689582:P-2693610,1,1,1,T-2689582:P-2693610,-,1,purL,0,purL,8.6,0.7,99.9,13.4
1512,T-2695286:P-2696613,1,1,1,T-2695286:P-2696613,-,2,pgpC-tadA,0,yfhB-tadA,5.2,6.3,100,90.7
1513,P-2696443:T-2698097,2,1,2,P-2696443:T-2698097,+,2,yfhL:yfhH,1,yfhH-yfhL,4,4.3,84.4,74.6
1514,,,,,S-2696730:T-2698097,+,2,,,yfhH-yfhL,4.7,4.4,98.5,75.5
1515,T-2698136:P-2698397,1,1,1,T-2698136:P-2698397,-,1,shoB,0,shoB,7.7,9.6,100,96.9
1516,P-2698543:T-2698579,1,1,1,P-2698543:T-2698579,+,1,ohsC,0,ohsC,2.8,5.9,97.3,100
1517,,,,,T-2698615:S-2699834,-,2,,,pdxJ-acpS,8,5.2,99.5,76.8
1518,,,,,T-2698615:S-2708110,-,11,,,rpoE-rseA-rseB-rseC-lepA-lepB-rnc-era-recO-pdxJ-acpS,7.9,6.9,99.9,86.2
1519,,,,,T-2698615:S-2708251,-,11,,,rpoE-rseA-rseB-rseC-lepA-lepB-rnc-era-recO-pdxJ-acpS,7.9,6.9,99.9,86.4
1520,T-2698615:P-2708359,4,3,10,T-2698615:P-2708359,-,11,rpoE-rseABC:rnc-era-recO-pdxJ-acpS:lepAB,2,rpoE-rseA-rseB-rseC-lepA-lepB-rnc-era-recO-pdxJ-acpS,7.8,6.9,99.6,86.5
1521,,,,,T-2702334:S-2708110,-,6,,,rpoE-rseA-rseB-rseC-lepA-lepB,8.1,7.5,100,93.2
1522,,,,,T-2702334:S-2708251,-,6,,,rpoE-rseA-rseB-rseC-lepA-lepB,8.1,7.5,100,93.4
1523,,,,,T-2702334:P-2708359,-,6,,,rpoE-rseA-rseB-rseC-lepA-lepB,8,7.5,99.6,93.3
1524,AS-2704995:T-2705320,2,1,2,AS-2704995:T-2705320,+,,,,,1.8,3.2,41.1,46.9
1525,,,,,AS-2705130:T-2705320,+,,,,,3,5.5,70.2,80.1
1526,,,,,T-2705283:S-2708110,-,4,,,rpoE-rseA-rseB-rseC,7.7,8.6,100,90.6
1527,,,,,T-2705283:S-2708251,-,4,,,rpoE-rseA-rseB-rseC,7.6,8.6,100,91.1
1528,,,,,T-2705283:P-2708359,-,4,,,rpoE-rseA-rseB-rseC,7.5,8.5,99.2,91
1529,P-2708415:T-2710123,1,1,1,P-2708415:T-2710123,+,1,nadB,0,nadB,5.7,0.4,100,8.6
1530,T-2709815:P-2710823,1,1,1,T-2709815:P-2710823,-,1,yfiC,0,yfiC,4.8,0.3,94.2,4.8
1531,P-2710901:T-2712324,1,1,1,P-2710901:T-2712324,+,1,srmB,0,srmB,6.6,4,99.9,64.7
1532,P-2713701:T-2714045,2,1,2,P-2713701:T-2714045,+,,,,,4.2,5.2,98.8,81.2
1533,,,,,I-2713811:T-2714045,+,,,,,4.8,6.6,100,99.1
1534,T-2714051:P-2714542,1,1,1,T-2714051:P-2714542,-,1,,,yfiD,8,8.1,100,91.9
1535,P-2714709:T-2715799,1,1,1,P-2714709:T-2715799,+,1,ung,0,ung,6,2.1,100,36.7
1536,,,,,T-2715375:S-2716575,-,1,,,yfiF,7,7.1,100,89.4
1537,T-2715375:P-2716688,2,1,2,T-2715375:P-2716688,-,1,yfiF,0,yfiF,6.8,7.1,100,90.3
1538,,,,,P-2716707:T-2717199,+,1,,,trxC,6.4,8.5,99,100
1539,P-2716707:T-2722118,3,2,4,P-2716707:T-2722118,+,4,trxC:pssA:yfiP-pka,2,trxC-yfiP-yfiQ-pssA,5.8,7.6,98.9,87.2
1540,,,,,S-2717954:T-2722118,+,2,,,yfiQ-pssA,6.1,8.8,99.4,99.5
1541,,,,,I-2720140:T-2722118,+,1,,,pssA,7.9,9.3,100,99.2
1542,T-2721920:P-2723832,1,1,1,T-2721920:P-2723832,-,1,kgtP,0,kgtP,9.1,8.2,99.8,85.2
1543,AS-2723858:T-2724057,1,1,1,AS-2723858:T-2724057,+,,,,,4.8,8.5,94.5,100
1544,,,,,T-2724066:S-2729355,-,4,,,rrsG-gltW-rrlG-rrfG,0.2,0.2,3.4,2.6
1545,T-2724066:P-2729470,2,1,2,T-2724066:P-2729470,-,4,rrsG-gltW-rrlG-rrfG,0,rrsG-gltW-rrlG-rrfG,0.2,0.2,3.3,2.5
1546,,,,,T-2729611:S-2732316,-,1,,,clpB,9.1,8.9,100,99.9
1547,T-2729611:P-2734995,2,2,4,T-2729611:P-2734995,-,4,rluD-yfiH:clpB:ryfD,2,rluD-yfiH-ryfD-clpB,7.4,7.2,96.2,89.4
1548,,,,,T-2732176:S-2732316,-,1,,,ryfD,10.7,15.1,100,100
1549,,,,,T-2732176:P-2734995,-,2,,,rluD-yfiH,5.9,6,92.8,79.8
1550,P-2733983:T-2734939,2,1,2,P-2733983:T-2734939,+,1,bamD,0,bamD,8.9,5.6,98.2,80.5
1551,,,,,S-2734093:T-2734939,+,1,,,bamD,9.7,6.1,100,85.6
1552,,,,,P-2735112:T-2735701,+,2,,,raiA-pheL,7.1,12,98.1,94.6
1553,P-2735112:T-2736942,3,2,6,P-2735112:T-2736942,+,3,pheLA:raiA,1,raiA-pheL-pheA,8.7,7.5,99.3,89.3
1554,,,,,S-2735147:T-2735701,+,2,,,raiA-pheL,7.4,12.7,100,100
1555,,,,,S-2735147:T-2736942,+,3,,,raiA-pheL-pheA,8.9,7.7,99.9,90.9
1556,,,,,S-2735603:T-2735701,+,1,,,pheL,5.6,7.6,100,100
1557,,,,,S-2735603:T-2736942,+,2,,,pheL-pheA,9.2,5.6,99.9,87.8
1558,T-2736568:P-2739222,1,2,2,T-2736568:P-2739222,-,2,aroF-tyrA,0,aroF-tyrA,9,6.8,100,87.3
1559,,,,,T-2736965:P-2739222,-,2,,,aroF-tyrA,9.8,7.8,100,99.9
1560,,,,,P-2739371:T-2739832,+,1,,,yfiL,2.1,6.8,51.7,99.4
1561,P-2739371:T-2742111,2,2,3,P-2739371:T-2742111,+,3,yfiRNB:yfiL,1,yfiL-yfiR-yfiN,2.7,3.5,65.6,53.4
1562,,,,,S-2739845:T-2742111,+,2,,,yfiR-yfiN,2.8,2.8,68.2,43.8
1563,,,,,T-2742177:S-2744275,-,4,,,rpsP-rimM-trmD-rplS,12.6,8.6,100,99.7
1564,T-2742177:P-2745875,2,1,2,T-2742177:P-2745875,-,5,rpsP-rimM-trmD-rplS:ffh,1,ffh-rpsP-rimM-trmD-rplS,10.8,7.7,100,95.5
1565,T-2748131:P-2748767,1,1,1,T-2748131:P-2748767,-,1,grpE,0,grpE,9.7,8.9,100,100
1566,P-2748732:T-2752005,3,1,3,P-2748732:T-2752005,+,3,bamE:nadK:recN,2,nadK-recN-bamE,6,6.3,98.7,90.3
1567,,,,,S-2748788:T-2752005,+,3,,,nadK-recN-bamE,6.1,6.4,99.7,90.9
1568,,,,,S-2751491:T-2752005,+,1,,,bamE,8.5,8.2,100,98.3
1569,T-2752015:P-2752769,1,1,1,T-2752015:P-2752769,-,1,,,yfjF,7.2,5.7,100,91.5
1570,P-2752855:T-2754045,2,1,2,P-2752855:T-2754045,+,2,smpB:ssrA,1,smpB-ssrA,10,8.7,100,73.5
1571,,,,,S-2753608:T-2754045,+,1,,,ssrA,16.1,17.3,100,99.8
1572,P-2754156:T-2755639,1,1,1,P-2754156:T-2755639,+,1,intA,0,intA,6.4,6.3,99.9,91.3
1573,T-2755486:P-2756679,1,1,1,T-2755486:P-2756679,-,1,yfjH,0,yfjH,3.9,2.6,91,44.8
1574,,,,,T-2759222:S-2763486,-,2,,,yfjL-yfjK,5,5.4,99.7,81.2
1575,T-2759222:P-2763503,2,1,2,T-2759222:P-2763503,-,2,yfjLK,0,yfjL-yfjK,5,5.4,99.3,80.9
1576,P-2763919:T-2765433,2,1,2,P-2763919:T-2765433,+,2,rnlAB,0,rnlA-yfjO,6.8,7.1,98.5,95.8
1577,,,,,I-2764660:T-2765433,+,1,,,yfjO,6.4,7.9,97,99.7
1578,,,,,T-2765159:S-2765415,-,,,,,4.5,5.4,100,73.9
1579,T-2765159:AS-2765476,2,1,2,T-2765159:AS-2765476,-,,,,,4.8,5.9,100,78.9
1580,,,,,T-2769239:I-2770027,-,,,,,3.1,7,82.1,94.9
1581,T-2769239:P-2771238,2,1,2,T-2769239:P-2771238,-,2,ypjM_3-yfjU,0,yfjV-yfjU,2.7,2.8,81.5,38.4
1582,P-2771309:T-2773053,1,1,1,P-2771309:T-2773053,+,1,yfjW,0,yfjW,3.6,2.1,83.1,39.3
1583,T-2773229:AS-2773667,1,1,1,T-2773229:AS-2773667,-,,,,,3.6,2.7,69.2,47.2
1584,T-2776159:I-2779622,1,1,1,T-2776159:I-2779622,-,,,,,2.2,6.9,54.7,87
1585,T-2786690:AS-2786888,1,1,1,T-2786690:AS-2786888,-,,,,,0.3,8.8,11.6,100
1586,P-2786950:T-2794499,2,1,2,P-2786950:T-2794499,+,6,csiD-lhgO-gabDTP:csiR,1,csiD-lhgO-gabD-gabT-gabP-csiR,5.2,9.4,92.4,99.5
1587,,,,,I-2788933:T-2794499,+,4,,,gabD-gabT-gabP-csiR,5.2,9,91.3,99.4
1588,,,,,T-2794087:I-2794834,-,1,,,ygaU,6.3,10.8,97.9,100
1589,T-2794087:P-2795106,2,2,4,T-2794087:P-2795106,-,2,yqaE:ygaU,1,yqaE-ygaU,5.9,10.3,98.4,99.5
1590,,,,,T-2794275:I-2794834,-,1,,,ygaU,7,12.2,98.2,100
1591,,,,,T-2794275:P-2795106,-,2,,,yqaE-ygaU,6.3,11.1,98.8,99.4
1592,P-2795126:T-2796152,1,1,1,P-2795126:T-2796152,+,2,ygaVP,0,ygaV-ygaP,4.3,4.7,84,74.3
1593,T-2796026:P-2796578,1,1,1,T-2796026:P-2796578,-,1,stpA,0,stpA,7.6,7.6,100,96.9
1594,T-2797540:P-2798113,1,1,1,T-2797540:P-2798113,-,1,ygaC,0,ygaC,2.1,7.7,67.4,100
1595,P-2798143:T-2798545,1,1,1,P-2798143:T-2798545,+,1,ygaM,0,ygaM,6.8,12.4,92.1,100
1596,P-2798679:T-2802488,1,1,1,P-2798679:T-2802488,+,4,nrdHIEF,0,nrdH-nrdI-nrdE-nrdF,3.9,0.4,83.6,8.1
1597,T-2800436:AS-2800958,1,1,1,T-2800436:AS-2800958,-,,,,,,5.9,,97.9
1598,P-2802772:T-2806178,1,1,1,P-2802772:T-2806178,+,3,proVWX,0,proV-proW-proX,7.6,1.1,100,21.4
1599,P-2807592:T-2812187,1,1,1,P-2807592:T-2812187,+,5,mprA-emrAB:ygaZH,1,ygaZ-ygaH-mprA-emrA-emrB,6.9,1.7,100,31.7
1600,,,,,T-2811988:I-2813087,-,1,,,luxS,8.7,9.5,100,91.5
1601,,,,,T-2811988:I-2814684,-,2,,,gshA-luxS,8.6,9.1,100,96.5
1602,,,,,T-2811988:I-2814896,-,2,,,gshA-luxS,8.6,8.9,100,96.8
1603,T-2811988:P-2816722,4,2,8,T-2811988:P-2816722,-,9,yqaBA:serV-argVYZQ:gshA:luxS,3,serV-argV-argY-argZ-argQ-yqaB-yqaA-gshA-luxS,8.3,7.1,100,84
1604,,,,,T-2812202:I-2813087,-,1,,,luxS,9.7,10.9,100,100
1605,,,,,T-2812202:I-2814684,-,2,,,gshA-luxS,8.9,9.6,100,100
1606,,,,,T-2812202:I-2814896,-,2,,,gshA-luxS,8.9,9.4,100,100
1607,,,,,T-2812202:P-2816722,-,9,,,serV-argV-argY-argZ-argQ-yqaB-yqaA-gshA-luxS,8.5,7.3,100,85.3
1608,P-2812825:T-2812892,1,1,1,P-2812825:T-2812892,+,1,micA,0,micA,3.3,7.2,79.4,85.3
1609,,,,,T-2816822:S-2817294,-,1,,,csrA,8.8,11.4,99.4,90.9
1610,T-2816822:P-2820111,2,2,4,T-2816822:P-2820111,-,2,csrA:alaS,1,alaS-csrA,9.5,6.6,99.9,86.9
1611,,,,,T-2816946:S-2817294,-,1,,,csrA,10.5,14.1,100,100
1612,,,,,T-2816946:P-2820111,-,2,,,alaS-csrA,9.8,6.7,100,87.8
1613,,,,,T-2820130:S-2821839,-,2,,,recA-recX,7.5,6.1,97.5,67.2
1614,,,,,T-2820130:S-2822380,-,3,,,ygaD-recA-recX,7.3,5.3,98.1,63
1615,T-2820130:P-2822435,3,2,6,T-2820130:P-2822435,-,3,recAX,0,ygaD-recA-recX,7.2,5.2,98.2,62.1
1616,,,,,T-2820714:S-2821839,-,1,,,recA,9.7,9.1,100,100
1617,,,,,T-2820714:S-2822380,-,2,,,ygaD-recA,8.8,7.1,100,83.7
1618,,,,,T-2820714:P-2822435,-,2,,,ygaD-recA,8.6,6.9,100,81.9
1619,T-2822505:P-2823628,1,1,1,T-2822505:P-2823628,-,1,mltB,0,mltB,4.7,3.5,91.6,63.2
1620,P-2823814:T-2826547,1,1,1,P-2823814:T-2826547,+,4,srlAEBD-gutM-srlR-gutQ,0,srlA-srlE-srlB-srlD,1.9,7.6,47.5,98.8
1621,P-2827011:T-2828891,1,1,1,P-2827011:T-2828891,+,2,srlAEBD-gutM-srlR-gutQ,0,srlR-gutQ,5.5,4.8,98.5,77.8
1622,T-2828673:P-2830331,1,1,1,T-2828673:P-2830331,-,1,norR,0,norR,4.2,1.5,90.1,24.7
1623,T-2836266:P-2837307,1,1,1,T-2836266:P-2837307,-,1,ascG,0,ascG,6.1,2,100,36.9
1624,I-2850801:T-2854506,2,1,2,I-2850801:T-2854506,+,2,hypABCDE-fhlA,0,hypE-fhlA,3.1,4.2,74,71.6
1625,,,,,I-2851496:T-2854506,+,1,,,fhlA,2.6,3.9,68,66.8
1626,P-2855047:T-2857688,1,1,1,P-2855047:T-2857688,+,1,mutS,0,mutS,6,0.7,99.7,13.2
1627,T-2858469:P-2859277,1,1,1,T-2858469:P-2859277,-,1,ygbI,0,ygbI,5.5,6,99.3,89.1
1628,P-2859416:T-2864462,2,1,2,P-2859416:T-2864462,+,4,ygbLM:ygbJK,1,ygbJ-ygbK-ygbL-ygbM,1.2,3.1,37.9,54.8
1629,,,,,I-2860457:T-2864462,+,2,,,ygbL-ygbM,1.4,2.5,44.3,46.5
1630,,,,,T-2864519:I-2866139,-,1,,,rpoS,11.5,13.5,99.2,100
1631,,,,,T-2864519:I-2868640,-,4,,,surE-pcm-nlpD-rpoS,9.5,10.4,99.6,99.4
1632,,,,,T-2864519:S-2870922,-,8,,,ftsB-ispD-ispF-truD-surE-pcm-nlpD-rpoS,8.8,9,99.8,97.8
1633,,,,,T-2864519:I-2871409,-,9,,,ygbE-ftsB-ispD-ispF-truD-surE-pcm-nlpD-rpoS,8.6,8.7,99.8,95.8
1634,T-2864519:P-2874391,5,2,10,T-2864519:P-2874391,-,12,truD:ftsB:ygbE:surE-pcm:nlpD-rpoS:ispDF:cysDNC,6,cysD-cysN-cysC-ygbE-ftsB-ispD-ispF-truD-surE-pcm-nlpD-rpoS,9.2,8.2,99.8,95.9
1635,,,,,T-2865455:I-2866139,-,,,,,12.1,13.7,100,100
1636,,,,,T-2865455:I-2868640,-,3,,,surE-pcm-nlpD,9,9.5,99.9,99.3
1637,,,,,T-2865455:S-2870922,-,7,,,ftsB-ispD-ispF-truD-surE-pcm-nlpD,8.4,8.3,100,97.4
1638,,,,,T-2865455:I-2871409,-,8,,,ygbE-ftsB-ispD-ispF-truD-surE-pcm-nlpD,8.3,8,100,95.1
1639,,,,,T-2865455:P-2874391,-,11,,,cysD-cysN-cysC-ygbE-ftsB-ispD-ispF-truD-surE-pcm-nlpD,9,7.6,100,95.5
1640,T-2885579:P-2889984,1,1,1,T-2885579:P-2889984,-,3,cysJIH,0,cysJ-cysI-cysH,10.5,5,100,81.1
1641,P-2890213:T-2890765,1,1,1,P-2890213:T-2890765,+,1,queD,0,queD,5.5,,98.9,
1642,T-2902748:P-2903463,1,1,1,T-2902748:P-2903463,-,1,,,ygcF,6.9,8.3,99.4,98.6
1643,,,,,T-2904621:S-2907741,-,2,,,pyrG-eno,10.5,10.7,99.7,100
1644,,,,,T-2904621:I-2911851,-,6,,,relA-mazE-mazF-mazG-pyrG-eno,8.6,8.6,99.9,96.4
1645,,,,,T-2904621:I-2912299,-,6,,,relA-mazE-mazF-mazG-pyrG-eno,8.5,8.5,99.9,96.6
1646,T-2904621:P-2913050,4,1,4,T-2904621:P-2913050,-,7,pyrG-eno:relA-mazEFG,1,rumA-relA-mazE-mazF-mazG-pyrG-eno,8.2,8.2,99.9,94.7
1647,P-2912783:T-2915929,2,1,2,P-2912783:T-2915929,+,1,barA,0,barA,4.8,1.6,94.8,28.3
1648,,,,,S-2912986:T-2915929,+,1,,,barA,4.9,1.3,95.6,23.8
1649,,,,,T-2920490:S-2922545,-,3,,,yqcC-truC-yqcA,7.5,4.4,99.7,46.9
1650,T-2920490:P-2923334,2,2,4,T-2920490:P-2923334,-,5,syd:yqcC-truC-yqcA:csrB,2,syd-csrB-yqcC-truC-yqcA,6.9,4.7,99.2,56.4
1651,,,,,T-2922193:S-2922545,-,1,,,csrB,13.8,13.5,100,100
1652,,,,,T-2922193:P-2923334,-,1,,,syd,8.1,8,98.7,87
1653,P-2923342:T-2925788,2,1,2,P-2923342:T-2925788,+,2,ygdH:queF,1,queF-ygdH,6.5,6.7,96.4,83.4
1654,,,,,S-2924295:T-2925788,+,1,,,ygdH,6.1,9,94.1,100
1655,P-2926125:T-2928940,1,1,1,P-2926125:T-2928940,+,1,sdaCB,0,sdaC,5.8,1,99.5,19.6
1656,P-2928907:T-2929817,2,1,2,P-2928907:T-2929817,+,,,,,3.8,0.8,75.7,15.1
1657,,,,,S-2929057:T-2929817,+,,,,,4.3,0.9,86.2,17.9
1658,T-2929857:I-2931244,1,1,1,T-2929857:I-2931244,-,1,fucAO,0,fucO,2.7,8.1,80,99.4
1659,I-2936741:T-2938148,1,1,1,I-2936741:T-2938148,+,2,fucPIKUR,0,fucU-fucR,6.5,6.6,100,94.1
1660,T-2938051:P-2941234,1,2,2,T-2938051:P-2941234,-,4,rlmM:ygdI:ygdD:gcvA,3,ygdI-gcvA-ygdD-rlmM,5.7,6.1,95.8,82.7
1661,,,,,T-2940950:P-2941234,-,,,,,5.3,10,100,100
1662,P-2941214:T-2943028,1,1,1,P-2941214:T-2943028,+,2,csdAE,0,csdA-csdE,5.6,2.8,100,46
1663,T-2942827:P-2945280,1,2,2,T-2942827:P-2945280,-,2,csdL:mltA,1,mltA-csdL,6.2,3,94.7,51.9
1664,,,,,T-2943043:P-2945280,-,2,,,mltA-csdL,6.4,3.3,95.1,56.9
1665,P-2945232:T-2945734,2,1,2,P-2945232:T-2945734,+,3,metZWV,0,metZ-metW-metV,5.2,,97,
1666,,,,,S-2945405:T-2945734,+,3,,,metZ-metW-metV,6.2,,100,
1667,T-2945777:P-2947206,1,1,1,T-2945777:P-2947206,-,1,amiC,0,amiC,6,2.4,100,42.4
1668,P-2947199:T-2949116,1,1,1,P-2947199:T-2949116,+,1,argA,0,argA,8.5,1.3,98.2,24.5
1669,T-2948533:P-2961275,1,1,1,T-2948533:P-2961275,-,6,ptrA-recBD:ppdAB-ygdB-ppdC-recC,1,ygdB-ppdC-recC-ptrA-recB-recD,5.1,1.8,98.5,31.5
1670,T-2962367:P-2967008,1,1,1,T-2962367:P-2967008,-,4,rppH-ptsP:lgt-thyA,1,rppH-ptsP-lgt-thyA,7.4,4.8,100,76.1
1671,P-2967687:T-2969188,1,1,1,P-2967687:T-2969188,+,1,ygdQ,0,ygdQ,4.3,1.7,89.7,33.3
1672,,,,,P-2969261:T-2969569,+,1,,,ygdR,7.4,11,100,98.4
1673,P-2969261:T-2970668,2,2,3,P-2969261:T-2970668,+,2,tas:ygdR,1,ygdR-tas,7.2,8.8,99.9,98.9
1674,,,,,S-2969588:T-2970668,+,1,,,tas,7.2,8.3,99.9,100
1675,,,,,T-2970724:I-2972581,-,,,,,5.4,6.6,98.9,91.6
1676,T-2970724:P-2974071,2,1,2,T-2970724:P-2974071,-,1,aas-lplT,0,aas,5.3,4.2,98.9,61.1
1677,T-2974150:P-2974210,1,1,1,T-2974150:P-2974210,-,1,omrA,0,omrA,5.3,8.4,93.4,100
1678,T-2974358:P-2974406,1,1,1,T-2974358:P-2974406,-,1,omrB,0,omrB,1.7,0.2,89.8,4.1
1679,P-2974592:T-2975888,1,1,1,P-2974592:T-2975888,+,1,galR,0,galR,4.3,5.2,97.5,83.1
1680,T-2975273:P-2976948,1,1,1,T-2975273:P-2976948,-,1,lysA,0,lysA,7.3,0.5,100,8.5
1681,T-2977879:P-2978731,1,1,1,T-2977879:P-2978731,-,1,ygeA,0,ygeA,5.6,2.8,100,48.4
1682,T-2978777:P-2980231,1,1,1,T-2978777:P-2980231,-,1,araE,0,araE,4.3,3.5,89.6,58.3
1683,T-2980517:P-2982208,1,1,1,T-2980517:P-2982208,-,2,kduD:kduI,1,kduI-kduD,2.7,4.4,70.7,72.5
1684,T-2982368:P-2983634,1,1,1,T-2982368:P-2983634,-,1,yqeF,0,yqeF,6.6,8.2,100,98.4
1685,T-2996998:P-2997090,1,1,1,T-2996998:P-2997090,-,1,glyU,0,glyU,1.9,6.6,77.4,87.1
1686,T-2997095:P-2998276,1,1,1,T-2997095:P-2998276,-,1,ygeR,0,ygeR,4.6,5.9,88.3,92
1687,T-3001857:P-3003868,1,1,1,T-3001857:P-3003868,-,1,ygeV,0,ygeV,2.8,10.6,76,100
1688,T-3010500:P-3013241,1,1,1,T-3010500:P-3013241,-,2,yqeC:yqeB,1,yqeC-yqeB,1.1,7.4,40.2,95.2
1689,P-3013081:T-3014145,1,1,1,P-3013081:T-3014145,+,1,mocA,0,mocA,0.3,8.4,12.1,100
1690,T-3023355:AS-3023691,1,1,1,T-3023355:AS-3023691,-,,,,,0.1,5.3,14.2,84.9
1691,P-3031064:T-3031926,1,1,1,P-3031064:T-3031926,+,1,idi,0,idi,3.1,8,81.3,100
1692,,,,,T-3031665:S-3034346,-,2,,,prfB-lysS,9.3,5.1,100,81.1
1693,T-3031665:P-3037818,2,1,2,T-3031665:P-3037818,-,5,xerD-dsbC-recJ-prfB-lysS,0,xerD-dsbC-recJ-prfB-lysS,8,5.3,100,81.8
1694,P-3037845:T-3038525,1,1,1,P-3037845:T-3038525,+,1,fldB,0,fldB,7,5.2,100,83
1695,T-3038225:P-3039284,1,1,1,T-3038225:P-3039284,-,2,,,ygfY-ygfX,5.9,5.7,95.7,88.5
1696,P-3039305:T-3040642,1,1,1,P-3039305:T-3040642,+,1,ygfZ,0,ygfZ,7.3,7.7,100,93.3
1697,T-3040363:P-3041214,1,1,1,T-3040363:P-3041214,-,1,yqfA,0,yqfA,7.3,9.4,99.1,99.5
1698,T-3041250:P-3041675,1,1,1,T-3041250:P-3041675,-,1,yqfB,0,yqfB,6,6,100,82.4
1699,P-3041662:T-3043155,1,1,1,P-3041662:T-3043155,+,1,bglA,0,bglA,8.2,6.9,100,98.9
1700,T-3043153:P-3048797,1,1,1,T-3043153:P-3048797,-,4,gcvTHP:ygfF,1,gcvT-gcvH-gcvP-ygfF,7.7,3.3,99.5,54.7
1701,T-3049090:P-3053494,1,1,1,T-3049090:P-3053494,-,4,ygfB-pepP-ubiH-visC,0,ygfB-pepP-ubiH-visC,7.1,5,100,72.2
1702,,,,,P-3053512:T-3054188,+,2,,,zapA-ssrS,9.6,10.9,100,98.1
1703,P-3053512:T-3054812,3,2,6,P-3053512:T-3054812,+,3,zapA:ssrS-fau,1,zapA-ssrS-ygfA,6.9,7,91.5,74
1704,,,,,I-3053782:T-3054188,+,1,,,ssrS,10.6,13.7,100,100
1705,,,,,I-3053782:T-3054812,+,2,,,ssrS-ygfA,6.6,7.1,89.2,68.5
1706,,,,,S-3053997:T-3054188,+,1,,,ssrS,11.8,15.1,100,100
1707,,,,,S-3053997:T-3054812,+,2,,,ssrS-ygfA,5.8,5.7,86.4,60.2
1708,,,,,P-3054874:T-3054989,+,1,,,sibC,5.8,10.6,96.6,100
1709,P-3054874:T-3055353,1,2,2,P-3054874:T-3055353,+,,,,,3.2,6.4,75.4,85.6
1710,T-3054987:P-3056477,1,1,1,T-3054987:P-3056477,-,1,serA,0,serA,10.8,6.5,100,90.5
1711,,,,,T-3056553:P-3057374,-,1,,,rpiA,8.2,7.7,100,98.5
1712,T-3056553:P-3057479,2,1,2,T-3056553:P-3057479,-,1,rpiA,0,rpiA,7.3,7.4,88.8,97.2
1713,P-3057752:T-3058683,1,1,1,P-3057752:T-3058683,+,1,argP,0,argP,6.7,3.4,100,61.8
1714,AS-3065038:T-3065337,1,1,1,AS-3065038:T-3065337,+,,,,,1,6,36.7,93.3
1715,,,,,T-3065341:S-3066148,-,1,,,yggE,7.3,9.8,100,100
1716,,,,,T-3065341:S-3066857,-,2,,,argO-yggE,6,6.5,100,76.3
1717,T-3065341:P-3067893,3,2,4,T-3065341:P-3067893,-,3,yggE:argO:mscS,2,mscS-argO-yggE,7.1,6.6,100,82.3
1718,,,,,T-3066932:P-3067893,-,1,,,mscS,9.2,7.2,100,98
1719,,,,,T-3068058:S-3071844,-,3,,,epd-pgk-fbaA,10.1,9.5,99.4,97.9
1720,,,,,T-3068058:S-3071964,-,3,,,epd-pgk-fbaA,9.9,9.4,99.5,97.9
1721,,,,,T-3068058:I-3072186,-,3,,,epd-pgk-fbaA,9.7,9.3,99.5,97.7
1722,T-3068058:I-3073251,4,1,4,T-3068058:I-3073251,-,5,epd-pgk-fbaA:cmtBA-yggPFDC,1,yggD-yggC-epd-pgk-fbaA,8.9,8.3,99.6,91.4
1723,T-3077638:P-3079736,1,1,1,T-3077638:P-3079736,-,1,tktA,0,tktA,8.8,4.6,100,76.4
1724,P-3079870:T-3080785,1,1,1,P-3079870:T-3080785,+,1,,,yggG,6.7,9.9,98.4,100
1725,T-3080834:P-3084431,1,1,1,T-3080834:P-3084431,-,3,speAB:yqgB,1,yqgB-speA-speB,9.3,8.4,100,94.1
1726,P-3084590:T-3085912,1,1,1,P-3084590:T-3085912,+,1,metK,0,metK,10.6,2.9,100,49.9
1727,P-3086213:T-3087714,1,1,1,P-3086213:T-3087714,+,1,galP,0,galP,6.8,4.3,100,76
1728,P-3089131:T-3092062,2,1,2,P-3089131:T-3092062,+,4,rsmE-gshB:yqgEF,1,rsmE-gshB-yqgE-yqgF,7.4,4.9,100,72.6
1729,,,,,I-3089520:T-3092062,+,3,,,gshB-yqgE-yqgF,7.6,5.5,100,81.7
1730,P-3093084:T-3096492,1,1,1,P-3093084:T-3096492,+,5,yggSTU-rdgB-yggW,0,yggS-yggT-yggU-rdgB-yggW,7.3,2.9,99.8,49.9
1731,T-3098916:P-3101123,1,1,1,T-3098916:P-3101123,-,3,trmI-yggL:yggN,1,trmI-yggL-yggN,7.4,8,96.3,96.8
1732,P-3101011:T-3103552,2,1,2,P-3101011:T-3103552,+,3,mutY-yggX-mltC-nupG,0,mutY-yggX-mltC,6.9,3.3,99.9,52.8
1733,,,,,I-3101492:T-3103552,+,2,,,yggX-mltC,7,4,100,62.7
1734,T-3101779:AS-3101997,1,1,1,T-3101779:AS-3101997,-,,,,,0.8,4.5,32.4,78.1
